source_record_id,brand,laptop_type,screen_size_inches,screen_size_normalized_from_cm,resolution,resolution_width,resolution_height,touchscreen,ips_panel,cpu,cpu_clock_ghz,ram_gb,gpu,hdd_gb,ssd_gb,flash_storage_gb,storage_total_gb,operating_system,weight_kg,reference_price,source_currency,reference_price_only,source_dataset
f733a75584b9a9557fd6,Acer,Netbook,11.6,False,1366x768,1366,768,False,True,Intel Celeron Dual Core,1.6,4,Intel HD Graphics,0.0,0.0,32.0,32.0,ChromeOS,1.25,199.38,unspecified,True,paperxd/laptop-prices-dataset
43192d3114f796c68e0a,Acer,Netbook,11.6,False,1366x768,1366,768,False,True,Intel Celeron Dual Core,1.6,4,Intel HD Graphics,0.0,0.0,32.0,32.0,ChromeOS,1.35,238.32,unspecified,True,paperxd/laptop-prices-dataset
9bba6f632ad279a559a2,Acer,Netbook,11.6,False,1366x768,1366,768,False,False,Intel Celeron Dual Core,1.6,4,Intel HD Graphics,0.0,128.0,0.0,128.0,Windows,1.4,292.03,unspecified,True,paperxd/laptop-prices-dataset
d49967de74ed1ae6b602,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,AMD A10-Series,2.5,8,AMD Radeon RX,1000.0,0.0,0.0,1000.0,Windows,2.2,388.7,unspecified,True,paperxd/laptop-prices-dataset
7db446c8835a15269adc,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,AMD A12-Series,2.7,8,AMD Radeon RX,0.0,256.0,0.0,256.0,Windows,2.2,442.41,unspecified,True,paperxd/laptop-prices-dataset
50b710eb0cdcc065a72d,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,AMD A8-Series,2.2,4,AMD Radeon R5,500.0,0.0,0.0,500.0,Windows,2.4,259.8,unspecified,True,paperxd/laptop-prices-dataset
51229a206fbebe8f4f67,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,AMD A8-Series,2.2,8,AMD Radeon R5,1000.0,0.0,0.0,1000.0,Windows,2.4,301.43,unspecified,True,paperxd/laptop-prices-dataset
9bc4e8c6b44d0ab27a0a,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,AMD A8-Series,2.2,8,AMD Radeon R5,0.0,256.0,0.0,256.0,Windows,2.23,314.85,unspecified,True,paperxd/laptop-prices-dataset
55a74d2bd5675f86c7d0,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,AMD A9-Series,3.0,4,AMD Radeon R5,1000.0,0.0,0.0,1000.0,Windows,2.1,265.17,unspecified,True,paperxd/laptop-prices-dataset
38ecc7c07b9a124669f0,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,AMD A9-Series,3.0,4,AMD Radeon R5,500.0,0.0,0.0,500.0,Windows,2.1,268.53,unspecified,True,paperxd/laptop-prices-dataset
25a7a44f8f6f82758c85,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,AMD A9-Series,3.0,4,AMD Radeon R5,0.0,128.0,0.0,128.0,Windows,2.1,285.99,unspecified,True,paperxd/laptop-prices-dataset
13aa98c583d44ccd54b7,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,AMD A9-Series,3.0,4,AMD Radeon R5,0.0,256.0,0.0,256.0,Windows,2.1,302.77,unspecified,True,paperxd/laptop-prices-dataset
34270a5817cff27ce680,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,AMD A9-Series,3.0,6,AMD Radeon R5,1000.0,0.0,0.0,1000.0,Windows,2.1,274.57,unspecified,True,paperxd/laptop-prices-dataset
64b36693cae940ae32fa,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Celeron Dual Core,1.5,2,Intel HD Graphics,0.0,16.0,0.0,16.0,ChromeOS,2.19,133.59,unspecified,True,paperxd/laptop-prices-dataset
32fc39b2a584287f25aa,Acer,Notebook,14.0,False,1366x768,1366,768,False,False,Intel Celeron Dual Core,1.6,2,Intel HD Graphics,0.0,0.0,32.0,32.0,ChromeOS,1.68,221.54,unspecified,True,paperxd/laptop-prices-dataset
ddd6d1675593d588610a,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Celeron Dual Core,1.5,4,Intel HD Graphics,0.0,16.0,0.0,16.0,ChromeOS,2.2,140.31,unspecified,True,paperxd/laptop-prices-dataset
28fe0dee4370ea5ffdd4,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Celeron Dual Core,2.0,4,Intel HD Graphics,1000.0,0.0,0.0,1000.0,Linux,2.1,182.6,unspecified,True,paperxd/laptop-prices-dataset
47eb582a34c856dd1289,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Celeron Dual Core,1.6,4,Intel HD Graphics,500.0,0.0,0.0,500.0,Linux,2.4,194.01,unspecified,True,paperxd/laptop-prices-dataset
3b18d3eb64a57a3575a0,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Celeron Dual Core,2.0,4,Intel HD Graphics,500.0,0.0,0.0,500.0,Windows,2.1,223.55,unspecified,True,paperxd/laptop-prices-dataset
61103b11bea007e90258,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Celeron Dual Core,1.1,4,Intel HD Graphics,1000.0,0.0,0.0,1000.0,Windows,2.1,233.62,unspecified,True,paperxd/laptop-prices-dataset
d4e8e217e6457cef63d9,Acer,Notebook,14.0,False,1366x768,1366,768,False,False,Intel Celeron Dual Core,1.6,4,Intel HD Graphics,0.0,0.0,32.0,32.0,ChromeOS,1.68,234.29,unspecified,True,paperxd/laptop-prices-dataset
ec2e38dd9aeb734a3a29,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,True,Intel Celeron Dual Core,1.5,4,Intel HD Graphics,0.0,0.0,16.0,16.0,ChromeOS,2.2,241.01,unspecified,True,paperxd/laptop-prices-dataset
78d3cc9477318d4d09c1,Acer,Notebook,14.0,False,1366x768,1366,768,False,False,Intel Celeron Dual Core,1.6,4,Intel HD Graphics,0.0,0.0,32.0,32.0,ChromeOS,1.45,251.75,unspecified,True,paperxd/laptop-prices-dataset
261536c4be5b7e41965a,Acer,Notebook,14.0,False,1920x1080,1920,1080,False,False,Intel Celeron Quad Core,1.1,4,Intel HD Graphics,0.0,0.0,32.0,32.0,Windows,1.6,220.87,unspecified,True,paperxd/laptop-prices-dataset
b9530d405d1afe92e080,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Core i3,2.0,4,Intel HD Graphics,500.0,0.0,0.0,500.0,Linux,2.4,242.89,unspecified,True,paperxd/laptop-prices-dataset
f1af451433596e76e5ae,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Core i3,2.7,4,Intel HD Graphics,1000.0,0.0,0.0,1000.0,Linux,2.1,246.38,unspecified,True,paperxd/laptop-prices-dataset
54bfbb4ff76bfdd2dbeb,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Core i3,2.4,4,Intel HD Graphics,1000.0,0.0,0.0,1000.0,Windows,2.4,257.79,unspecified,True,paperxd/laptop-prices-dataset
84d409f70f14977a91b0,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Core i3,2.0,4,Intel HD Graphics,1000.0,0.0,0.0,1000.0,Linux,2.1,261.82,unspecified,True,paperxd/laptop-prices-dataset
afd46f5146daf71028bd,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Core i3,2.0,4,Intel HD Graphics,500.0,0.0,0.0,500.0,Windows,2.4,275.78,unspecified,True,paperxd/laptop-prices-dataset
203738c3db5ef8825f25,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Core i3,2.0,4,Intel HD Graphics,0.0,128.0,0.0,128.0,Linux,2.1,276.59,unspecified,True,paperxd/laptop-prices-dataset
081a1c50c1e37f018f96,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Core i3,2.0,4,Intel HD Graphics,1000.0,0.0,0.0,1000.0,Windows,2.1,300.08,unspecified,True,paperxd/laptop-prices-dataset
8f4e39ed8cbab17c5f1e,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Core i3,2.0,4,Intel HD Graphics,0.0,128.0,0.0,128.0,Windows,2.1,301.43,unspecified,True,paperxd/laptop-prices-dataset
dbd06e922bebdd8e0b42,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Core i3,2.0,4,Intel HD Graphics,500.0,0.0,0.0,500.0,Windows,2.4,302.1,unspecified,True,paperxd/laptop-prices-dataset
82f1dbd29ee1061e43aa,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Core i3,2.0,4,Nvidia GeForce GTX,500.0,0.0,0.0,500.0,Windows,2.2,314.85,unspecified,True,paperxd/laptop-prices-dataset
465802c6863fb3599927,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i3,2.4,4,Intel HD Graphics,1000.0,0.0,0.0,1000.0,Windows,2.4,334.99,unspecified,True,paperxd/laptop-prices-dataset
e7bbe2ac6f83e70bd116,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i3,2.7,4,Nvidia GeForce,1000.0,0.0,0.0,1000.0,Windows,2.2,355.8,unspecified,True,paperxd/laptop-prices-dataset
1b23eac2764fd242d44c,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i3,2.0,4,Nvidia GeForce,1000.0,0.0,0.0,1000.0,Windows,2.23,365.2,unspecified,True,paperxd/laptop-prices-dataset
a5e517ad1886e1248e62,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i3,2.7,4,Nvidia GeForce,0.0,256.0,0.0,256.0,Windows,7.2,384.0,unspecified,True,paperxd/laptop-prices-dataset
26d441eb29e2c7893a1e,Acer,Notebook,17.3,False,1600x900,1600,900,False,False,Intel Core i3,2.0,4,Nvidia GeForce,1000.0,0.0,0.0,1000.0,Windows,3.3,401.45,unspecified,True,paperxd/laptop-prices-dataset
a93376b3e48cb147ef10,Acer,Notebook,14.0,False,1920x1080,1920,1080,False,True,Intel Core i3,2.4,4,Intel HD Graphics,0.0,128.0,0.0,128.0,Windows,1.8,426.96,unspecified,True,paperxd/laptop-prices-dataset
e6d9cad09a14bd1c1889,Acer,Notebook,17.3,False,1920x1080,1920,1080,False,True,Intel Core i3,2.7,4,Nvidia GeForce,1000.0,0.0,0.0,1000.0,Windows,3.0,439.72,unspecified,True,paperxd/laptop-prices-dataset
5d786685444d0a559af1,Acer,Notebook,17.3,False,1920x1080,1920,1080,False,True,Intel Core i3,2.7,4,Nvidia GeForce,0.0,256.0,0.0,256.0,Windows,3.0,471.27,unspecified,True,paperxd/laptop-prices-dataset
e958db28cea7d248af44,Acer,Notebook,15.6,False,1920x1080,1920,1080,True,True,Intel Core i3,2.4,6,Intel HD Graphics,1000.0,0.0,0.0,1000.0,Windows,2.1,321.57,unspecified,True,paperxd/laptop-prices-dataset
ac9bfd93d2decf0c846f,Acer,Notebook,14.0,False,1366x768,1366,768,False,False,Intel Core i3,2.0,8,Intel HD Graphics,1000.0,0.0,0.0,1000.0,Windows,2.1,261.15,unspecified,True,paperxd/laptop-prices-dataset
8be4aa932df1a2ad6dca,Acer,Notebook,14.0,False,1920x1080,1920,1080,False,True,Intel Core i3,2.4,8,Intel HD Graphics,0.0,128.0,0.0,128.0,Windows,1.5,415.55,unspecified,True,paperxd/laptop-prices-dataset
fd637a68695a8d04394e,Acer,Notebook,17.3,False,1600x900,1600,900,False,False,Intel Core i3,2.0,8,Nvidia GeForce,1000.0,0.0,0.0,1000.0,Windows,3.3,422.27,unspecified,True,paperxd/laptop-prices-dataset
c70c5c2f8a228a3a31f3,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Core i5,2.5,4,Intel HD Graphics,500.0,0.0,0.0,500.0,Linux,2.4,296.59,unspecified,True,paperxd/laptop-prices-dataset
ce237b9a064c4cca5c9e,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Core i5,2.5,4,Intel HD Graphics,500.0,0.0,0.0,500.0,Windows,2.4,375.27,unspecified,True,paperxd/laptop-prices-dataset
4b3523751ac3422afa8e,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Core i5,2.5,4,Intel HD Graphics,0.0,256.0,0.0,256.0,Windows,2.1,402.13,unspecified,True,paperxd/laptop-prices-dataset
e8ea892699f2829b1b48,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,True,Intel Core i5,1.6,4,Nvidia GeForce,1000.0,0.0,0.0,1000.0,Windows,2.2,411.52,unspecified,True,paperxd/laptop-prices-dataset
4d246ff001891edeaf06,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i5,2.5,4,Nvidia GeForce,1000.0,0.0,0.0,1000.0,Windows,2.23,413.54,unspecified,True,paperxd/laptop-prices-dataset
f330a295eae0b2a14e42,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Core i5,2.5,4,Intel HD Graphics,500.0,0.0,0.0,500.0,Windows,2.23,415.55,unspecified,True,paperxd/laptop-prices-dataset
60e977579b8a0e0b9cbc,Acer,Notebook,13.3,False,1366x768,1366,768,False,False,Intel Core i5,2.3,4,Intel HD Graphics,0.0,128.0,0.0,128.0,Windows,1.6,439.72,unspecified,True,paperxd/laptop-prices-dataset
13545229ed052745b7b4,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,True,Intel Core i5,1.6,4,Intel UHD Graphics,0.0,256.0,0.0,256.0,Windows,2.2,457.85,unspecified,True,paperxd/laptop-prices-dataset
2c0d7103e122e1113215,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i5,2.5,4,Nvidia GeForce,0.0,256.0,0.0,256.0,Windows,2.23,463.89,unspecified,True,paperxd/laptop-prices-dataset
1392aebc20533c240f74,Acer,Notebook,17.3,False,1920x1080,1920,1080,False,True,Intel Core i5,1.6,4,Nvidia GeForce,0.0,256.0,0.0,256.0,Windows,3.0,540.42,unspecified,True,paperxd/laptop-prices-dataset
3ad2a7de0706e393e2bf,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Core i5,2.5,6,Intel HD Graphics,1000.0,0.0,0.0,1000.0,Windows,8.23,368.56,unspecified,True,paperxd/laptop-prices-dataset
10f4280f6589bddab2ce,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i5,2.5,8,Nvidia GeForce GTX,1000.0,256.0,0.0,1256.0,Windows,2.4,536.39,unspecified,True,paperxd/laptop-prices-dataset
9ef172168bb320c7ebf5,Acer,Notebook,17.3,False,1920x1080,1920,1080,False,True,Intel Core i5,1.6,8,Nvidia GeForce,0.0,256.0,0.0,256.0,Windows,3.0,573.31,unspecified,True,paperxd/laptop-prices-dataset
eac7f8a6376ac418f070,Acer,Notebook,14.0,False,1920x1080,1920,1080,False,True,Intel Core i5,2.5,8,Intel HD Graphics,0.0,256.0,0.0,256.0,Windows,1.56,605.54,unspecified,True,paperxd/laptop-prices-dataset
6e32d0d9912f506d2def,Acer,Notebook,15.6,False,1366x768,1366,768,False,True,Intel Core i5,1.6,12,Nvidia GeForce,1000.0,0.0,0.0,1000.0,Windows,2.2,465.89,unspecified,True,paperxd/laptop-prices-dataset
3a5f4c01b28bb4399f37,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i5,2.5,12,Nvidia GeForce GTX,1000.0,128.0,0.0,1128.0,Windows,2.4,677.37,unspecified,True,paperxd/laptop-prices-dataset
97f9312077e83a0e0f26,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i7,1.8,2,Nvidia GeForce,1000.0,0.0,0.0,1000.0,Windows,2.2,462.54,unspecified,True,paperxd/laptop-prices-dataset
64d5895ceca3201b055f,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i7,2.7,4,Nvidia GeForce,500.0,0.0,0.0,500.0,Windows,2.2,428.98,unspecified,True,paperxd/laptop-prices-dataset
6ba7b4e8ba449bdcb993,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i7,2.7,8,Nvidia GeForce,1000.0,0.0,0.0,1000.0,Windows,2.23,498.13,unspecified,True,paperxd/laptop-prices-dataset
ea5218d0eab3d181740f,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,True,Intel Core i7,1.8,8,Nvidia GeForce,1000.0,0.0,0.0,1000.0,Windows,2.2,500.14,unspecified,True,paperxd/laptop-prices-dataset
60ef1b15ee919554907b,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i7,2.8,8,Nvidia GeForce GTX,1000.0,0.0,0.0,1000.0,Linux,2.4,522.96,unspecified,True,paperxd/laptop-prices-dataset
296277980bfe5e669d42,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i7,2.7,8,Nvidia GeForce,0.0,256.0,0.0,256.0,Windows,2.2,558.54,unspecified,True,paperxd/laptop-prices-dataset
c2438cf42651d70d030f,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,True,Intel Core i7,1.8,8,Nvidia GeForce,0.0,256.0,0.0,256.0,Windows,2.2,564.59,unspecified,True,paperxd/laptop-prices-dataset
5fbccfe5749a1f8efdcc,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i7,2.8,8,Nvidia GeForce GTX,1000.0,0.0,0.0,1000.0,Linux,2.4,567.94,unspecified,True,paperxd/laptop-prices-dataset
e84fa447245d4e248349,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i7,2.8,8,Nvidia GeForce GTX,0.0,256.0,0.0,256.0,Linux,2.5,590.1,unspecified,True,paperxd/laptop-prices-dataset
4b0062732bc92437aedc,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,True,Intel Core i7,1.8,8,Nvidia GeForce,0.0,256.0,0.0,256.0,Windows,3.0,638.43,unspecified,True,paperxd/laptop-prices-dataset
e2b6c5f293cdc32dc384,Acer,Notebook,15.6,False,1920x1080,1920,1080,False,False,Intel Core i7,2.8,8,Nvidia GeForce GTX,0.0,256.0,0.0,256.0,Linux,2.5,657.23,unspecified,True,paperxd/laptop-prices-dataset
535304c520c4a5129496,Acer,Notebook,15.6,False,1920x1080,1920,1080,True,True,Intel Core i7,2.7,12,Intel HD Graphics,1000.0,0.0,0.0,1000.0,Windows,2.15,442.41,unspecified,True,paperxd/laptop-prices-dataset
772f4a12c6c8462592d5,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Pentium Quad Core,1.1,4,Intel HD Graphics,1000.0,0.0,0.0,1000.0,Linux,2.1,200.06,unspecified,True,paperxd/laptop-prices-dataset
12df45fee6568f7bd1f4,Acer,Notebook,14.0,False,1366x768,1366,768,False,False,Intel Pentium Quad Core,1.6,4,Intel HD Graphics,0.0,0.0,128.0,128.0,Windows,1.6,234.29,unspecified,True,paperxd/laptop-prices-dataset
982ee44acb3e9dea3dc5,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Pentium Quad Core,1.1,4,Intel HD Graphics,1000.0,0.0,0.0,1000.0,Windows,2.1,244.03,unspecified,True,paperxd/laptop-prices-dataset
4aaf176c2cea8ca9d5cb,Acer,Notebook,15.6,False,1366x768,1366,768,False,False,Intel Pentium Quad Core,1.1,4,Intel HD Graphics,500.0,0.0,0.0,500.0,Windows,2.4,255.1,unspecified,True,paperxd/laptop-prices-dataset
1cac1db1f2beab251fbf,Acer,Notebook,11.6,False,1366x768,1366,768,False,False,Intel Pentium Quad Core,1.6,4,Intel HD Graphics,0.0,0.0,128.0,128.0,Windows,1.4,325.59,unspecified,True,paperxd/laptop-prices-dataset
ac170c50e0256fe71c16,Acer,Ultrabook,14.0,False,1920x1080,1920,1080,False,True,Intel Core i5,1.6,8,Intel UHD Graphics,0.0,256.0,0.0,256.0,Windows,1.6,516.92,unspecified,True,paperxd/laptop-prices-dataset
04e9466a1fdc58629d21,Acer,Ultrabook,14.0,False,1920x1080,1920,1080,False,True,Intel Core i5,2.5,8,Intel Graphics,0.0,256.0,0.0,256.0,Windows,1.8,616.95,unspecified,True,paperxd/laptop-prices-dataset
8393e55f5e89f8b10090,Acer,Ultrabook,13.3,False,1920x1080,1920,1080,False,True,Intel Core i5,1.2,8,Intel HD Graphics,0.0,256.0,0.0,256.0,Windows,1.12,663.94,unspecified,True,paperxd/laptop-prices-dataset
7b03110d4c8a5298af57,Acer,Ultrabook,14.0,False,1920x1080,1920,1080,False,True,Intel Core i7,1.8,8,Intel UHD Graphics,0.0,256.0,0.0,256.0,Windows,1.6,593.45,unspecified,True,paperxd/laptop-prices-dataset
da0d95b5871da518bfa1,Apple,Ultrabook,12.0,False,2304x1440,2304,1440,False,True,Intel Core M,1.1,8,Intel HD Graphics,0.0,0.0,256.0,256.0,MacOS,0.92,780.75,unspecified,True,paperxd/laptop-prices-dataset
74481c7ddcaaddae6b67,Apple,Ultrabook,12.0,False,2304x1440,2304,1440,False,True,Intel Core M,1.2,8,Intel HD Graphics,0.0,0.0,512.0,512.0,MacOS,0.92,782.1,unspecified,True,paperxd/laptop-prices-dataset
15c3eb06f65fdb5fc3ac,Apple,Ultrabook,12.0,False,2304x1440,2304,1440,False,True,Intel Core M,1.2,8,Intel HD Graphics,0.0,256.0,0.0,256.0,MacOS,0.92,847.48,unspecified,True,paperxd/laptop-prices-dataset
c41363f689c73cf72e21,Apple,Ultrabook,12.0,False,2304x1440,2304,1440,False,True,Intel Core M,1.2,8,Intel HD Graphics,0.0,0.0,512.0,512.0,MacOS,0.92,858.63,unspecified,True,paperxd/laptop-prices-dataset
f5b3657ff04039603fe6,Apple,Ultrabook,12.0,False,2304x1440,2304,1440,False,True,Intel Core M,1.1,8,Intel HD Graphics,0.0,0.0,256.0,256.0,MacOS,0.92,872.73,unspecified,True,paperxd/laptop-prices-dataset
c8c48e8f88b4a69ea4ac,Apple,Ultrabook,11.6,False,1366x768,1366,768,False,False,Intel Core i5,1.6,4,Intel HD Graphics,0.0,0.0,256.0,256.0,MacOS,1.08,643.8,unspecified,True,paperxd/laptop-prices-dataset
4e772b8f5afb29a9bdda,Apple,Ultrabook,13.3,False,1440x900,1440,900,False,False,Intel Core i5,1.8,8,Intel HD Graphics,0.0,0.0,128.0,128.0,MacOS,1.34,603.48,unspecified,True,paperxd/laptop-prices-dataset
a53634582d90446271f0,Apple,Ultrabook,13.3,False,1440x900,1440,900,False,False,Intel Core i5,1.6,8,Intel HD Graphics,0.0,0.0,256.0,256.0,MacOS,1.35,669.99,unspecified,True,paperxd/laptop-prices-dataset
6a45fc8ad663251d35b0,Apple,Ultrabook,13.3,False,1440x900,1440,900,False,False,Intel Core i5,1.6,8,Intel HD Graphics,0.0,0.0,128.0,128.0,MacOS,1.35,737.79,unspecified,True,paperxd/laptop-prices-dataset
5c77dd3fb95049c7dd1c,Apple,Ultrabook,13.3,False,1440x900,1440,900,False,False,Intel Core i5,1.8,8,Intel HD Graphics,0.0,0.0,256.0,256.0,MacOS,1.34,777.87,unspecified,True,paperxd/laptop-prices-dataset
