source_record_id,source_code,accessory_type,raw_name,brand,model,identity_key,brand_confidence,source_trust_status,review_status,recommendation_eligible,source_variant_count,available_colours,source_offer_observed,headset_style,has_microphone,wireless_capable,enclosure_type,frequency_response_raw,candidate_use_tags,primary_use_profile,completeness_score,curation_priority,warning_flags
fd888ea8bf38e40ed762,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica SonicFuel CLR100iS,Audio-Technica,SonicFuel CLR100iS,headset:audio-technica:sonicfuel-clr100is,curated_alias,reference_only_needs_verification,needs_review,False,5,Black;Blue;Green;Pink;White,True,in_ear,True,False,closed,"20,25",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
e225e9ea93d7b13f63b2,docyx_pc_part_dataset_2025_07_23,headset,Corsair HS35 v2,Corsair,HS35 v2,headset:corsair:hs35-v2,curated_alias,reference_only_needs_verification,needs_review,False,4,Black;Blue;Red,True,over_ear,True,False,closed,,general;communication;gaming,gaming,100.0,130.0,unverified_reference_source;identity_duplicates_collapsed
d567b945087773431110,docyx_pc_part_dataset_2025_07_23,headset,Corsair HS55 STEREO,Corsair,HS55 STEREO,headset:corsair:hs55-stereo,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;Gray;White,True,over_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
44c06abea9a7468f1ef3,docyx_pc_part_dataset_2025_07_23,headset,Corsair HS55 SURROUND,Corsair,HS55 SURROUND,headset:corsair:hs55-surround,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;Gray;White,True,over_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
ae60447bc912237476e3,docyx_pc_part_dataset_2025_07_23,headset,Corsair HS60 HAPTIC,Corsair,HS60 HAPTIC,headset:corsair:hs60-haptic,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;Gray,True,over_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
6868573cc881a58e8264,docyx_pc_part_dataset_2025_07_23,headset,Corsair HS65 SURROUND,Corsair,HS65 SURROUND,headset:corsair:hs65-surround,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;Gray;White,True,over_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
6cf6501e1ddd4cf29e59,docyx_pc_part_dataset_2025_07_23,headset,Corsair HS70 PRO,Corsair,HS70 PRO,headset:corsair:hs70-pro,curated_alias,reference_only_needs_verification,needs_review,False,2,Beige;Black,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
ec15f30ccefb4cea1e5f,docyx_pc_part_dataset_2025_07_23,headset,Corsair HS80 MAX WIRELESS,Corsair,HS80 MAX WIRELESS,headset:corsair:hs80-max-wireless,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;Gray;White,True,over_ear,True,True,closed,"20,40",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
67972ca91a583c50293f,docyx_pc_part_dataset_2025_07_23,headset,Corsair HS80 RGB,Corsair,HS80 RGB,headset:corsair:hs80-rgb,curated_alias,reference_only_needs_verification,needs_review,False,4,Black;Gray;White,True,over_ear,True,True,closed,"20,40",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
f317c43787ca9d973dd0,docyx_pc_part_dataset_2025_07_23,headset,Corsair VIRTUOSO MAX,Corsair,VIRTUOSO MAX,headset:corsair:virtuoso-max,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;Silver,True,over_ear,True,True,closed,"20,40",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
fa07892e972d0c69c0c4,docyx_pc_part_dataset_2025_07_23,headset,Corsair VIRTUOSO RGB Wireless XT,Corsair,VIRTUOSO RGB Wireless XT,headset:corsair:virtuoso-rgb-wireless-xt,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Silver,True,over_ear,True,True,closed,"20,40",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
eadb9d12b4eaf5f0a65c,docyx_pc_part_dataset_2025_07_23,headset,Corsair VOID RGB ELITE,Corsair,VOID RGB ELITE,headset:corsair:void-rgb-elite,curated_alias,reference_only_needs_verification,needs_review,False,4,Black;White,True,over_ear,True,True,closed,"20,30",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
6c9f94ac4061cd93f81a,docyx_pc_part_dataset_2025_07_23,headset,Corsair VOID WIRELESS v2,Corsair,VOID WIRELESS v2,headset:corsair:void-wireless-v2,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;White,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
37bfa1061ef5495c4aa4,docyx_pc_part_dataset_2025_07_23,headset,Corsair Virtuoso RGB,Corsair,Virtuoso RGB,headset:corsair:virtuoso-rgb,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;White,True,over_ear,True,True,closed,"20,40",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
1efd0ecb17edbc9df24e,docyx_pc_part_dataset_2025_07_23,headset,Corsair Virtuoso RGB SE,Corsair,Virtuoso RGB SE,headset:corsair:virtuoso-rgb-se,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;White,True,over_ear,True,True,closed,"20,40",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
486d85c8d72cdd1047fd,docyx_pc_part_dataset_2025_07_23,headset,HP HyperX Cloud Alpha,HyperX,Cloud Alpha,headset:hyperx:cloud-alpha,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;Red,True,over_ear,True,True,closed,"15,21",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
4a0ffe9f21f61453db70,docyx_pc_part_dataset_2025_07_23,headset,HP HyperX Cloud II,HyperX,Cloud II,headset:hyperx:cloud-ii,curated_alias,reference_only_needs_verification,needs_review,False,4,Black;Gunmetal;Red,True,over_ear,True,False,closed,"15,25",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
6d8d04c5371af3287673,docyx_pc_part_dataset_2025_07_23,headset,HP HyperX Cloud III,HyperX,Cloud III,headset:hyperx:cloud-iii,curated_alias,reference_only_needs_verification,needs_review,False,4,Black;Red,True,over_ear,True,True,closed,"10,21",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
f56ba3bec93bd6730b4c,docyx_pc_part_dataset_2025_07_23,headset,HP HyperX Cloud Stinger,HyperX,Cloud Stinger,headset:hyperx:cloud-stinger,curated_alias,reference_only_needs_verification,needs_review,False,3,Black;Gray;Pink;Red,True,over_ear,True,False,closed,"18,23",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
b9c074a3c2d43a41b206,docyx_pc_part_dataset_2025_07_23,headset,HP HyperX Cloud Stinger 2,HyperX,Cloud Stinger 2,headset:hyperx:cloud-stinger-2,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,True,over_ear,True,False,closed,"10,28",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
32f15feb53a34b5ae192,docyx_pc_part_dataset_2025_07_23,headset,HP HyperX Cloud Stinger 2 Core,HyperX,Cloud Stinger 2 Core,headset:hyperx:cloud-stinger-2-core,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,True,over_ear,True,False,closed,"10,25",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
93f2222afaeaaaa0a658,docyx_pc_part_dataset_2025_07_23,headset,HP HyperX Cloud Stinger Core - PS5/PS4,HyperX,Cloud Stinger Core - PS5/PS4,headset:hyperx:cloud-stinger-core-ps5-ps4,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Blue,True,over_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
1f027a3da313efa45a8c,docyx_pc_part_dataset_2025_07_23,headset,HP HyperX Cloud Stinger Core - Wireless,HyperX,Cloud Stinger Core - Wireless,headset:hyperx:cloud-stinger-core-wireless,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,True,over_ear,True,True,closed,"10,21",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
201c96805ac6c33b30ae,docyx_pc_part_dataset_2025_07_23,headset,HP HyperX Cloud Stinger Core - Wireless PS5/PS4,HyperX,Cloud Stinger Core - Wireless PS5/PS4,headset:hyperx:cloud-stinger-core-wireless-ps5-ps4,curated_alias,reference_only_needs_verification,needs_review,False,1,Blue;White,True,over_ear,True,True,closed,"10,21",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
db5aedc85a4fbad15adc,docyx_pc_part_dataset_2025_07_23,headset,HP HyperX Cloud Stinger Core - Wireless Xbox,HyperX,Cloud Stinger Core - Wireless Xbox,headset:hyperx:cloud-stinger-core-wireless-xbox,curated_alias,reference_only_needs_verification,needs_review,False,1,Gray;Green,True,over_ear,True,True,closed,"10,21",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
fcb2c104e00b2be2d80a,docyx_pc_part_dataset_2025_07_23,headset,HP HyperX CloudX,HyperX,CloudX,headset:hyperx:cloudx,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Silver,True,over_ear,True,False,closed,"15,25",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
a85269de60701e358fd5,docyx_pc_part_dataset_2025_07_23,headset,HP HyperX CloudX Flight,HyperX,CloudX Flight,headset:hyperx:cloudx-flight,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Green,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
a6d20016c5409226acc3,docyx_pc_part_dataset_2025_07_23,headset,HP HyperX CloudX Stinger Core - Xbox,HyperX,CloudX Stinger Core - Xbox,headset:hyperx:cloudx-stinger-core-xbox,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Green,True,over_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
885bb428e959ad044bfd,docyx_pc_part_dataset_2025_07_23,headset,Logitech ASTRO A10,Logitech,ASTRO A10,headset:logitech:astro-a10,curated_alias,reference_only_needs_verification,needs_review,False,5,Black;Gray;Green;Purple;Red;White,True,over_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
a8519924eb1c85037fd5,docyx_pc_part_dataset_2025_07_23,headset,Logitech ASTRO A30 LIGHTSPEED (Playstation/PC),Logitech,ASTRO A30 LIGHTSPEED (Playstation/PC),headset:logitech:astro-a30-lightspeed-playstation-pc,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;Blue;White,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
1e1eab3ce617f363514b,docyx_pc_part_dataset_2025_07_23,headset,Logitech ASTRO A30 LIGHTSPEED (Xbox/PC),Logitech,ASTRO A30 LIGHTSPEED (Xbox/PC),headset:logitech:astro-a30-lightspeed-xbox-pc,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;Blue;White,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
6179473cf090c4302b20,docyx_pc_part_dataset_2025_07_23,headset,Logitech ASTRO A40 TR,Logitech,ASTRO A40 TR,headset:logitech:astro-a40-tr,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;Blue;Red,True,over_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
4cac242f0620dc18f84b,docyx_pc_part_dataset_2025_07_23,headset,Logitech ASTRO A50 (GEN 5),Logitech,ASTRO A50 (GEN 5),headset:logitech:astro-a50-gen-5,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;Red;White,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
3b4ae13f57eb8ceefd2d,docyx_pc_part_dataset_2025_07_23,headset,Logitech ASTRO A50 + Base Station,Logitech,ASTRO A50 + Base Station,headset:logitech:astro-a50-base-station,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;Gold;Gray,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
6cef6bc9583b70f05516,docyx_pc_part_dataset_2025_07_23,headset,Logitech ASTRO A50 X,Logitech,ASTRO A50 X,headset:logitech:astro-a50-x,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;White,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
91f602983b0cc8bab9f3,docyx_pc_part_dataset_2025_07_23,headset,Logitech FITS,Logitech,FITS,headset:logitech:fits,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;White,True,in_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
0fdffdb622ff3d0bd741,docyx_pc_part_dataset_2025_07_23,headset,Logitech G535 LIGHTSPEED,Logitech,G535 LIGHTSPEED,headset:logitech:g535-lightspeed,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Blue,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
7bfded5726ddd74bd750,docyx_pc_part_dataset_2025_07_23,headset,Logitech G933 Artemis Spectrum,Logitech,G933 Artemis Spectrum,headset:logitech:g933-artemis-spectrum,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Blue,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
c10abd9a00a70f172165,docyx_pc_part_dataset_2025_07_23,headset,Logitech G PRO,Logitech,PRO,headset:logitech:pro,curated_alias,reference_only_needs_verification,needs_review,False,2,Black,True,over_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
000ee8b4da428fe6d4ab,docyx_pc_part_dataset_2025_07_23,headset,Logitech PRO X 2 LIGHTSPEED,Logitech,PRO X 2 LIGHTSPEED,headset:logitech:pro-x-2-lightspeed,curated_alias,reference_only_needs_verification,needs_review,False,3,Black;Pink;White,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
a7d062a06a4a78152d9b,docyx_pc_part_dataset_2025_07_23,headset,Logitech Pro X,Logitech,Pro X,headset:logitech:pro-x,curated_alias,reference_only_needs_verification,needs_review,False,2,Black,True,over_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
f0372534450fe47836da,docyx_pc_part_dataset_2025_07_23,headset,Logitech Pro X Shroud,Logitech,Pro X Shroud,headset:logitech:pro-x-shroud,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Blue,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
2ce368909a20bbb72e89,docyx_pc_part_dataset_2025_07_23,headset,Razer Barracuda,Razer,Barracuda,headset:razer:barracuda,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
b95455aa08dcbdf32f1b,docyx_pc_part_dataset_2025_07_23,headset,Razer Barracuda Pro,Razer,Barracuda Pro,headset:razer:barracuda-pro,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
d2f44fe664d34a5021f1,docyx_pc_part_dataset_2025_07_23,headset,Razer Barracuda X,Razer,Barracuda X,headset:razer:barracuda-x,curated_alias,reference_only_needs_verification,needs_review,False,3,Black;Gray;Pink;White,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
9429b92d1b3fcdc0f085,docyx_pc_part_dataset_2025_07_23,headset,Razer Barracuda X (2021),Razer,Barracuda X (2021),headset:razer:barracuda-x-2021,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
837dfa4dcfe322aab280,docyx_pc_part_dataset_2025_07_23,headset,Razer BlackShark V2,Razer,BlackShark V2,headset:razer:blackshark-v2,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Green,True,over_ear,True,False,closed,"12,28",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
198f6b9d8b0090837a45,docyx_pc_part_dataset_2025_07_23,headset,Razer BlackShark V2 HyperSpeed,Razer,BlackShark V2 HyperSpeed,headset:razer:blackshark-v2-hyperspeed,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;White,True,over_ear,True,False,closed,"12,28",general;communication;gaming,gaming,100.0,130.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
d9b4f01b41bf8336db00,docyx_pc_part_dataset_2025_07_23,headset,Razer BlackShark V2 Pro,Razer,BlackShark V2 Pro,headset:razer:blackshark-v2-pro,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,True,over_ear,True,True,closed,"12,28",general;communication;gaming;portable,communication,100.0,130.0,frequency_units_ambiguous;unverified_reference_source
